cod_transicao;frase_generica;frase_dependencia;frase_morte;atendimento_humano
0BT;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0BU;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
0BV;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C1;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C2;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C3;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C4;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C5;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C6;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C7;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0C8;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0C9;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CA;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CB;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CC;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CD;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CE;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CF;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CG;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CH;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0CI;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0CJ;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0CK;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CL;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0CM;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CN;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
0CO;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
0CP;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CQ;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CR;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
0CS;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CT;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0CU;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
0CV;"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";"Informamos que este pedido de indenização foi negado. Os motivos da negativa foram enviados por carta para o beneficiário. 
";N/A;N/A
0D1;Realizamos o pagamento parcial do seu pedido de reembolso por despesas médicas e suplementares na conta bancária indicada. Regularize os documentos listados abaixo para que possamos analisar o restante das despesas solicitadas.;N/A;N/A;N/A
0D2;Informamos que o pedido de indenização foi aprovado, mas o crédito de pagamento não foi aceito pelo banco por inconsistência nos dados bancários fornecidos no seu cadastro. Acesse: https://www.seguradoralider.com.br/Documents/formularios-indenizacao/Formulario_Unico.pdf para imprimir um novo Formulário de Pedido do Seguro DPVAT e atualizar os seus dados bancários, em seguida acesse: https://documentospendentes.seguradoralider.com.br para enviá-los e  comprovar o seu direito ao Seguro DPVAT.  O pagamento será realizado em até 30 dias após o envio das informações corretas. ;N/A;N/A;N/A
0D3;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0D4;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0D6;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0D7;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0D8;Informamos que a documentação foi recebida e digitalizada e o pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
0D9;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DA;Informamos que a documentação foi recebida e digitalizada e o pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
0DB;"A documentação foi recebida e o pedido de indenização está em análise na Seguradora, em fase de verificação das despesas médicas e suplementares realizadas com o tratamento. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0DC;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0DD;Não foi possível identificar, na documentação apresentada, a existência e o grau das lesões permanentes ocasionadas pelo acidente de trânsito. Foi feita a tentativa de agendar uma consulta médica, porém não conseguimos contato com a vítima. Caso tenha interesse em dar continuidade ao processo, retorne ao local em que deu entrada e atualize seus dados de contato.;Não foi possível identificar, na documentação apresentada, a existência e o grau das lesões permanentes ocasionadas pelo acidente de trânsito. Foi feita a tentativa de agendar uma consulta médica, porém não conseguimos contato com a vítima. Caso tenha interesse em dar continuidade ao processo.;N/A;SIM
0DE;Em complemento à análise do pedido, foi agendada uma análise médica presencial, já que não foi possível identificar, na documentação apresentada, a existência e o grau de lesões permanentes ocasionadas pelo acidente de trânsito. No entanto, como a vítima não compareceu ao exame, o pedido não foi finalizado.  Caso tenha interesse em dar continuidade ao processo,  clique em Atualização de dados e preencha o formulário.;N/A;N/A;N/A
0DF;Informamos que este pedido de indenização foi analisado e identificamos pendências documentais que impedem a conclusão do processo. Regularize os documentos listados abaixo e acesse: https://documentospendentes.seguradoralider.com.br para enviá-los e  comprovar o seu direito ao Seguro DPVAT.;N/A;N/A;N/A
0DG;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DH;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DI;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0DJ;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
0DK;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DL;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0DM;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0DN;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DO;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
0DP;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
0DQ;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A002;"Recebemos sua documentação complementar e informamos que está em fase de digitalização.
O prazo para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ";N/A;N/A;N/A
A004;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A005;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A006;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A007;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A008;"O pedido de indenização do Seguro DPVAT está em fase de agendamento de análise médica presencial. Em breve, entraremos em contato por telefone ou carta para marcar o exame. É muito importante que a vítima compareça no dia e horário agendados, levando um documento de identificação original com foto. O não comparecimento gera pendência, atrasando a conclusão do processo.
Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A009;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00A;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A00B;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação da documentação médica apresentada pela vítima.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00C;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00D;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00E;"O pedido de indenização está em análise na Seguradora Líder em fase de verificação das despesas médicas e suplementares realizadas com o tratamento.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00F;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00G;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00H;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00I;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00J;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00K;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00L;Informamos que este pedido de indenização foi analisado e identificamos pendências documentais que impedem a conclusão do processo. Regularize os documentos listados abaixo e acesse: https://documentospendentes.seguradoralider.com.br para enviá-los e  comprovar o seu direito ao Seguro DPVAT.;N/A;N/A;N/A
A00M;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A00N;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A00O;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00P;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00Q;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00R;Informamos que este pedido de indenização está em fase final de análise pela Seguradora Líder. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00S;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00T;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A00U;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A00V;"O pedido de indenização está em análise na Seguradora Líder-DPVAT, em fase de verificação das lesões sofridas pela vítima no acidente. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00W;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A00X;"Informamos que este pedido de indenização está em fase de cadastramento. A documentação será digitalizada e depois analisada pela equipe da seguradora. 
O prazo para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido.";N/A;N/A;N/A
A00Y;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A00Z;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A010;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A011;"Informamos que este pedido de indenização  está em fase de realização de consulta médica presencial. É muito importante que a vítima compareça no endereço abaixo, no dia e horário agendado, levando um documento de identificação original com foto. Fique atento: o não comparecimento à perícia gera pendência, atrasando a conclusão do processo.
";N/A;N/A;N/A
A012;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A013;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A014;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A015;"Seus documentos estão em fase de digitalização e depois serão analisados pela equipe técnica da seguradora. 
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do pedido.";N/A;N/A;N/A
A016;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A017;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A018;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A019;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A01A;Não foi possível identificar, na documentação apresentada, a existência e o grau das lesões permanentes ocasionadas pelo acidente de trânsito. Foi feita a tentativa de agendar uma consulta médica, porém não conseguimos contato com a vítima. Caso tenha interesse em dar continuidade ao processo, retorne ao local em que deu entrada e atualize seus dados de contato.;Não foi possível identificar, na documentação apresentada, a existência e o grau das lesões permanentes ocasionadas pelo acidente de trânsito. Foi feita a tentativa de agendar uma consulta médica, porém não conseguimos contato com a vítima. Caso tenha interesse em dar continuidade ao processo.;N/A;N/A
A01B;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A01C;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;N/A;N/A;SIM
A01D;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01E;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01F;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01G;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A01H;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A01I;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01J;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A01K;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01L;"O pedido de indenização do Seguro DPVAT está em análise.
O prazo regulamentar para conclusão da análise é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o seu pedido.";N/A;N/A;N/A
A01M;Informamos que este pedido de indenização teve o prazo regulamentar de 30 dias interrompido para verificação de informações adicionais, procedimento previsto na legislação (Resolução CNSP 332/2015). Assim que todas as verificações forem finalizadas, o prazo voltará a seguir normalmente. Aguarde e continue acompanhando o andamento do seu pedido.;N/A;N/A;N/A
A01N;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
A01O;Lamentamos informar, mas o seu pedido de indenização do Seguro DPVAT foi cancelado por conta da não entrega da documentação complementar, fundamental para a análise correta do processo. Mas, atenção: você poderá abrir uma nova solicitação no mesmo ponto de atendimento ou através do site pedidodpvat.seguradoralider.com.br, enviando a documentação apresentada anteriormente assim como os itens faltantes.;N/A;N/A;N/A
A01P;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
A01Q;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A01R;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;N/A;N/A
A01S;Informamos que este pedido de indenização está em análise na Seguradora Líder. O prazo para conclusão é de até 30 dias, caso a documentação esteja completa e não haja necessidade de informações adicionais. Aguarde e continue acompanhando o andamento do seu pedido. ;N/A;N/A;N/A
A01T;Conforme solicitação, o pedido do Seguro DPVAT por invalidez permanente foi revisado e, após análise da documentação apresentada, não foram identificadas novas lesões ou agravamento da(s) lesão(ões) que já foi(foram) indenizada(s).  O pedido de reanálise foi encerrado, permanecendo o valor pago.;N/A;N/A;N/A
A01U;Informamos que o pedido de indenização está em fase final de análise na Seguradora Líder e, em breve, o pagamento será liberado. Volte a consultar o andamento do seu pedido em 4 dias.;N/A;Desculpe, mas no momento não conseguimos localizar as informações deste pedido de indenização. ;SIM_MORTE
